entry_time,exit_time,dir,X,A,B,C,entry,exit,tp_level,sl_level,result,net_points,net_pnl,bars_held
2022-01-26 14:45:00,2022-01-26 14:50:00,1,17746.25,17969.0,17883.5,18060.25,17813.446,17714.85,17907.725128,17714.85,-1,-99.59600000000137,-1991.9200000000274,1
2022-01-27 13:30:00,2022-01-27 14:05:00,1,17302.75,17665.25,17496.0,17768.5,17402.4205,17542.262869,17542.262869,17256.175,1,138.84236899999814,2776.847379999963,7
2022-02-08 02:35:00,2022-02-08 03:00:00,1,17957.5,18003.25,17979.0,18017.25,17970.2865,17988.226556999998,17988.226556999998,17951.525,1,16.940056999999797,338.80113999999594,5
2022-02-08 03:05:00,2022-02-08 03:10:00,1,17957.5,18003.25,17979.0,18017.25,17970.2865,17993.0,17988.226556999998,17951.525,1,21.71350000000166,434.2700000000332,1
2022-02-08 05:20:00,2022-02-08 05:35:00,1,17957.5,18003.25,17979.0,18017.25,17970.2865,17988.226556999998,17988.226556999998,17951.525,1,16.940056999999797,338.80113999999594,3
2022-02-14 14:10:00,2022-02-14 14:30:00,1,17483.0,17685.5,17583.75,17755.25,17541.2615,17623.005107,17623.005107,17455.775,1,80.74360700000034,1614.8721400000068,4
2022-02-16 03:05:00,2022-02-16 03:15:00,1,17967.75,18004.75,17985.0,18016.5,17978.1825,17992.819785,17992.819785,17962.875,1,13.637285000000702,272.74570000001404,2
2022-02-28 16:00:00,2022-03-01 02:10:00,-1,17712.75,17487.5,17602.0,17416.25,17649.299,17742.4,17560.274282,17742.4,-1,-94.10100000000239,-1882.0200000000477,110
2022-03-04 08:40:00,2022-03-04 08:45:00,-1,17406.0,17319.75,17367.0,17292.5,17381.711,17347.632397999998,17347.632397999998,17417.35,1,33.07860200000141,661.5720400000282,1
2022-03-09 05:40:00,2022-03-09 12:40:00,-1,17086.5,16711.5,16931.5,16604.25,16983.2985,17134.725,16838.501973000002,17134.725,-1,-152.42649999999776,-3048.529999999955,84
2022-03-14 04:35:00,2022-03-14 04:40:00,1,16715.25,16774.5,16743.25,16792.5,16731.7815,16754.975967000002,16754.975967000002,16707.525,1,22.19446700000117,443.88934000002337,1
2022-04-05 02:10:00,2022-04-05 02:15:00,-1,18607.25,18585.25,18595.5,18577.5,18600.8835,18591.951003,18591.951003,18610.225,1,7.932497000001604,158.64994000003207,1
2022-04-12 08:55:00,2022-04-12 09:30:00,-1,17738.5,17588.5,17677.0,17531.75,17694.2555,17632.178399,17632.178399,17759.175,1,61.07710099999895,1221.542019999979,7
2022-04-19 19:30:00,2022-04-19 20:40:00,1,17497.75,17537.5,17514.25,17549.75,17508.878,17524.491104,17524.491104,17492.55,1,14.613104000000021,292.2620800000004,14
2022-04-22 03:25:00,2022-04-22 03:55:00,1,17099.75,17172.5,17128.0,17193.25,17119.759,17147.832562,17147.832562,17090.4,1,27.073562000001402,541.471240000028,6
2022-04-22 05:40:00,2022-04-22 06:00:00,1,17099.75,17172.5,17128.0,17193.25,17119.759,17090.4,17147.832562,17090.4,-1,-30.35899999999674,-607.1799999999348,4
2022-04-22 06:05:00,2022-04-22 06:35:00,1,17099.75,17172.5,17128.0,17193.25,17119.759,17090.4,17147.832562,17090.4,-1,-30.35899999999674,-607.1799999999348,6
2022-04-22 06:40:00,2022-04-22 07:15:00,1,17099.75,17172.5,17128.0,17193.25,17119.759,17147.832562,17147.832562,17090.4,1,27.073562000001402,541.471240000028,7
2022-04-26 10:05:00,2022-04-26 10:40:00,1,16616.75,16756.0,16694.75,16799.0,16655.7515,16598.525,16710.472427,16598.525,-1,-58.22649999999703,-1164.5299999999406,7
2022-04-27 15:40:00,2022-04-27 16:10:00,1,16363.0,16598.5,16472.25,16664.25,16427.4675,16517.918415,16517.918415,16332.875,1,89.45091500000126,1789.0183000000252,6
2022-04-29 08:25:00,2022-04-29 08:35:00,-1,16772.75,16702.75,16741.5,16681.75,16753.276,16725.953068000003,16725.953068000003,16781.85,1,26.322931999999128,526.4586399999826,2
2022-04-29 08:50:00,2022-04-29 09:00:00,-1,16772.75,16702.75,16741.5,16681.75,16753.276,16725.953068000003,16725.953068000003,16781.85,1,26.322931999999128,526.4586399999826,2
2022-05-02 15:25:00,2022-05-02 16:00:00,-1,16479.25,16254.75,16388.25,16171.5,16413.3915,16510.025,16320.988947000002,16510.025,-1,-97.63349999999991,-1952.6699999999983,7
2022-05-06 08:45:00,2022-05-06 08:50:00,-1,16299.25,16196.5,16259.5,16159.75,16269.397,16227.511846000001,16227.511846000001,16313.2,1,40.8851539999996,817.703079999992,1
2022-05-10 01:55:00,2022-05-10 08:55:00,-1,15852.25,15643.25,15771.75,15568.0,15791.4205,15880.675,15706.073869,15880.675,-1,-90.2544999999991,-1805.089999999982,84
2022-05-12 10:25:00,2022-05-12 10:35:00,-1,15476.25,15334.75,15402.0,15277.75,15433.771,15374.170978,15374.170978,15496.1,1,58.600022000000536,1172.0004400000107,2
2022-05-12 20:05:00,2022-05-13 03:40:00,-1,15565.5,15242.75,15418.25,15121.75,15470.5375,15609.875,15337.300675,15609.875,-1,-140.33749999999964,-2806.7499999999927,91
2022-05-17 09:45:00,2022-05-17 09:50:00,-1,15976.75,15900.75,15942.25,15869.75,15953.852,15921.725036,15921.725036,15987.45,1,31.126964000000953,622.5392800000191,1
2022-05-20 07:55:00,2022-05-20 08:00:00,-1,15529.5,15475.5,15505.75,15456.75,15513.9315,15492.088167,15492.088167,15536.775,1,20.84333300000071,416.86666000001424,1
2022-05-25 03:40:00,2022-05-25 04:10:00,1,15220.5,15294.75,15264.0,15325.25,15242.9165,15210.025,15274.367897,15210.025,-1,-33.89149999999972,-677.8299999999945,6
2022-07-07 19:10:00,2022-07-07 21:20:00,1,15476.25,15543.75,15513.25,15565.75,15495.403,15522.275554,15522.275554,15467.3,1,25.87255399999958,517.4510799999916,26
2022-07-11 15:10:00,2022-07-11 20:50:00,1,15250.25,15365.0,15294.5,15402.0,15282.7245,15235.075,15328.287741,15235.075,-1,-48.649499999999534,-972.9899999999907,56
2022-07-29 03:45:00,2022-07-29 04:15:00,1,16284.25,16322.25,16304.25,16337.25,16295.592,16311.505356,16311.505356,16278.95,1,14.913355999999112,298.26711999998224,6
2022-07-29 04:25:00,2022-07-29 04:45:00,1,16284.25,16322.25,16304.25,16337.25,16295.592,16278.95,16311.505356,16278.95,-1,-17.641999999999825,-352.8399999999965,4
2022-08-08 14:55:00,2022-08-08 16:05:00,1,16482.25,16639.25,16542.75,16689.25,16526.548,16588.700163999998,16588.700163999998,16461.55,1,61.152163999999175,1223.0432799999835,14
2022-08-25 02:20:00,2022-08-25 08:45:00,-1,16489.5,16342.5,16398.75,16285.75,16445.8975,16384.721155,16384.721155,16509.875,1,60.176344999999856,1203.526899999997,77
2022-08-25 10:00:00,2022-08-25 10:05:00,-1,16443.5,16383.0,16417.75,16359.25,16425.4705,16451.925,16400.174269,16451.925,-1,-27.454499999999825,-549.0899999999965,1
2022-09-01 03:15:00,2022-09-01 03:25:00,-1,15587.5,15531.25,15565.25,15510.75,15571.0755,15548.031159,15548.031159,15595.175,1,22.044341000000713,440.88682000001427,2
2022-09-07 21:10:00,2022-09-07 22:40:00,-1,15693.75,15660.25,15678.75,15647.0,15683.7455,15669.708719,15669.708719,15698.425,1,13.036781000000701,260.735620000014,18
2022-09-19 09:35:00,2022-09-19 09:45:00,-1,15202.0,15126.25,15170.0,15103.25,15180.8675,15211.875,15151.217615,15211.875,-1,-32.00749999999971,-640.1499999999942,2
2022-09-20 10:55:00,2022-09-20 11:55:00,-1,15298.0,15226.0,15261.25,15198.0,15276.6,15308.0,15246.5748,15308.0,-1,-32.399999999999636,-647.9999999999927,12
2022-09-26 09:40:00,2022-09-26 10:05:00,-1,14793.0,14649.25,14737.5,14608.25,14753.4635,14811.475,14697.991942999999,14811.475,-1,-59.011500000000524,-1180.2300000000105,5
2022-10-07 08:55:00,2022-10-07 09:15:00,1,14592.5,14714.0,14646.25,14747.25,14625.6165,14672.080497,14672.080497,14577.025,1,45.463997000000745,909.2799400000149,4
2022-10-20 10:25:00,2022-10-20 12:10:00,-1,14688.5,14485.0,14603.25,14415.75,14630.1315,14548.237767,14548.237767,14715.775,1,80.89373299999897,1617.8746599999795,21
2022-11-01 08:25:00,2022-11-01 09:45:00,-1,14937.0,14856.5,14898.5,14828.25,14913.7275,14881.075095,14881.075095,14947.875,1,31.652405000000726,633.0481000000145,16
2022-11-16 06:15:00,2022-11-16 08:35:00,1,15169.0,15244.5,15215.5,15274.0,15191.47,15158.5,15222.99646,15158.5,-1,-33.969999999999345,-679.3999999999869,28
2022-11-17 04:10:00,2022-11-17 04:35:00,1,15059.75,15116.0,15093.25,15138.5,15076.6025,15051.875,15100.247345,15051.875,-1,-25.727500000000873,-514.5500000000175,5
2022-12-02 07:05:00,2022-12-02 07:20:00,1,15327.25,15361.5,15341.25,15372.5,15336.9335,15350.519903,15350.519903,15322.725,1,12.586403000001155,251.7280600000231,3
2022-12-09 06:05:00,2022-12-09 06:15:00,-1,15027.75,14988.0,15010.75,14976.5,15016.7825,15001.394585,15001.394585,15032.875,1,14.387914999999339,287.7582999999868,2
2022-12-09 07:25:00,2022-12-09 07:35:00,-1,15027.75,14988.0,15010.75,14976.5,15016.7825,15032.875,15001.394585,15032.875,-1,-17.092500000000655,-341.8500000000131,2
2022-12-13 00:35:00,2022-12-13 00:55:00,-1,15028.5,14996.75,15013.5,14987.75,15019.7795,15032.575,15007.544231,15032.575,-1,-13.795500000000175,-275.9100000000035,4
2022-12-13 01:05:00,2022-12-13 02:10:00,-1,15028.5,14996.75,15013.5,14987.75,15019.7795,15032.575,15007.544231,15032.575,-1,-13.795500000000175,-275.9100000000035,13
2022-12-14 09:40:00,2022-12-14 09:50:00,-1,15200.0,15146.0,15172.5,15126.25,15184.2175,15162.073915,15162.073915,15207.375,1,21.143584999999803,422.87169999999605,2
2022-12-16 00:25:00,2022-12-16 01:00:00,1,14618.75,14661.0,14636.75,14678.25,14631.483,14649.347994,14649.347994,14612.8,1,16.86499399999957,337.2998799999914,7
2022-12-21 09:40:00,2022-12-21 09:45:00,1,14349.0,14424.75,14394.25,14454.25,14371.5235,14415.5,14403.125022999999,14338.475,1,42.97650000000067,859.5300000000134,1
2023-01-04 08:25:00,2023-01-04 09:05:00,-1,14241.75,14184.75,14215.25,14163.25,14224.951,14201.381217999999,14201.381217999999,14249.6,1,22.569782000000487,451.39564000000973,8
2023-01-18 10:45:00,2023-01-18 10:55:00,1,14804.5,14917.25,14862.75,14950.0,14835.637,14789.95,14879.323666,14789.95,-1,-46.6869999999999,-933.739999999998,2
2023-01-18 11:05:00,2023-01-18 11:10:00,1,14804.5,14917.25,14862.75,14950.0,14835.637,14789.95,14879.323666,14789.95,-1,-46.6869999999999,-933.739999999998,1
2023-01-27 05:25:00,2023-01-27 05:50:00,-1,15249.75,15224.5,15239.5,15215.75,15242.474,15232.265432,15232.265432,15253.15,1,9.208568000000014,184.17136000000028,5
2023-01-27 08:05:00,2023-01-27 08:15:00,1,15210.0,15249.5,15227.25,15262.5,15221.235,15236.998230000001,15236.998230000001,15204.75,1,14.763230000000476,295.2646000000095,2
2023-01-27 08:35:00,2023-01-27 08:40:00,1,15210.0,15249.5,15227.25,15262.5,15221.235,15255.75,15236.998230000001,15204.75,1,33.51499999999942,670.2999999999884,1
2023-02-06 10:10:00,2023-02-06 10:15:00,-1,15794.0,15750.0,15772.75,15732.5,15780.839,15762.373502,15762.373502,15800.15,1,17.46549799999957,349.3099599999914,1
2023-02-08 02:05:00,2023-02-08 02:30:00,1,15947.5,15987.75,15966.75,15999.0,15958.521,15973.983978,15973.983978,15942.35,1,14.462977999999566,289.2595599999913,5
2023-02-22 02:40:00,2023-02-22 03:00:00,-1,15333.75,15309.75,15319.25,15300.5,15326.6345,15316.651121,15316.651121,15337.075,1,8.983378999999331,179.66757999998663,4
2023-02-27 03:05:00,2023-02-27 08:50:00,-1,15299.5,15164.0,15233.5,15113.5,15259.696,15318.1,15203.849128,15318.1,-1,-59.40400000000045,-1188.080000000009,69
2023-02-27 10:45:00,2023-02-27 13:15:00,1,15244.0,15343.5,15296.75,15380.0,15273.104,15313.938272,15313.938272,15230.4,1,39.834272000000055,796.6854400000011,30
2023-03-01 08:20:00,2023-03-01 08:35:00,1,15271.25,15318.5,15291.25,15332.25,15284.304,15265.15,15302.619372,15265.15,-1,-20.15400000000045,-403.080000000009,3
2023-03-30 15:40:00,2023-03-30 20:20:00,-1,16177.25,16103.5,16132.25,16076.75,16155.743,16187.3,16125.567674,16187.3,-1,-32.55699999999888,-651.1399999999776,44
2023-04-05 09:20:00,2023-04-05 09:35:00,1,16242.0,16287.0,16266.0,16301.5,16254.733,16236.05,16272.597994,16236.05,-1,-19.683000000000902,-393.66000000001804,3
2023-04-12 04:05:00,2023-04-12 04:15:00,-1,16145.25,16113.75,16129.75,16104.0,16136.4225,16149.375,16124.037105000001,16149.375,-1,-13.952499999999418,-279.04999999998836,2
2023-04-12 04:45:00,2023-04-12 05:35:00,-1,16145.25,16113.75,16129.75,16104.0,16136.4225,16149.375,16124.037105000001,16149.375,-1,-13.952499999999418,-279.04999999998836,10
2023-04-13 08:40:00,2023-04-13 08:50:00,-1,16083.75,16038.0,16064.25,16022.75,16070.696,16089.85,16052.380628,16089.85,-1,-20.15400000000045,-403.080000000009,2
2023-04-13 09:20:00,2023-04-13 09:30:00,-1,16083.75,16038.0,16064.25,16022.75,16070.696,16089.85,16052.380628,16089.85,-1,-20.15400000000045,-403.080000000009,2
2023-04-16 18:05:00,2023-04-17 09:35:00,-1,16320.5,16180.75,16235.5,16123.5,16278.342,16219.192356,16219.192356,16340.2,1,58.14964400000099,1162.9928800000198,186
2023-04-17 15:45:00,2023-04-18 04:10:00,-1,16271.5,16177.0,16218.5,16142.25,16243.8405,16284.425,16205.032929,16284.425,-1,-41.584499999999025,-831.6899999999805,137
2023-04-20 14:45:00,2023-04-20 15:25:00,1,16111.75,16223.5,16157.0,16265.5,16144.6525,16096.375,16190.816245,16096.375,-1,-49.277500000000146,-985.5500000000029,8
2023-04-20 15:40:00,2023-04-21 06:35:00,1,16111.75,16223.5,16157.0,16265.5,16144.6525,16096.375,16190.816245,16096.375,-1,-49.277500000000146,-985.5500000000029,167
2023-04-24 07:05:00,2023-04-24 09:35:00,-1,16160.5,16126.0,16140.25,16111.75,16150.0675,16135.430215,16135.430215,16165.375,1,13.637284999998883,272.74569999997766,30
2023-04-27 00:25:00,2023-04-27 01:35:00,-1,16038.0,16009.75,16024.0,16001.5,16030.189,16041.65,16019.229802,16041.65,-1,-12.46099999999933,-249.2199999999866,14
2023-04-27 07:10:00,2023-04-27 08:05:00,-1,16081.75,16047.0,16068.0,16037.25,16072.227,16086.2,16058.865786,16086.2,-1,-14.972999999999956,-299.4599999999991,11
2023-05-18 03:15:00,2023-05-18 04:10:00,-1,16727.5,16702.0,16712.25,16693.75,16720.2775,16730.875,16710.143995,16730.875,-1,-11.597499999999854,-231.9499999999971,11
2023-05-22 03:10:00,2023-05-22 03:20:00,-1,16944.75,16925.0,16936.75,16919.0,16939.2395,16931.508010999998,16931.508010999998,16947.325,1,6.731489000001602,134.62978000003204,2
2023-05-22 04:00:00,2023-05-22 04:05:00,-1,16944.75,16925.0,16936.75,16919.0,16939.2395,16931.508010999998,16931.508010999998,16947.325,1,6.731489000001602,134.62978000003204,1
2023-05-22 15:55:00,2023-05-22 16:00:00,1,16935.75,16990.0,16966.0,17008.25,16951.265,16973.03327,16973.03327,16928.5,1,20.768270000000484,415.3654000000097,1
2023-05-23 05:50:00,2023-05-23 07:55:00,1,16935.75,16990.0,16966.0,17008.25,16951.265,16928.5,16973.03327,16928.5,-1,-23.764999999999418,-475.29999999998836,25
2023-05-25 14:50:00,2023-05-25 15:10:00,1,16986.5,17069.75,17031.75,17096.75,17010.0935,17043.196283,17043.196283,16975.475,1,32.10278300000209,642.0556600000418,4
2023-05-25 21:25:00,2023-05-26 02:25:00,1,16986.5,17069.75,17031.75,17096.75,17010.0935,17043.196283,17043.196283,16975.475,1,32.10278300000209,642.0556600000418,60
2023-06-01 09:40:00,2023-06-01 09:45:00,1,17313.75,17353.25,17335.5,17366.0,17324.9315,17353.25,17340.619667,17308.525,1,27.318500000001222,546.3700000000244,1
2023-06-20 04:00:00,2023-06-20 04:10:00,-1,18143.0,18110.75,18126.0,18100.0,18133.798,18120.887164,18120.887164,18147.3,1,11.910835999999108,238.21671999998216,2
2023-06-23 03:50:00,2023-06-23 08:45:00,1,17969.25,18080.25,18035.0,18124.75,18002.527,17953.7,18049.216185999998,17953.7,-1,-49.8269999999975,-996.5399999999499,59
2023-07-03 02:05:00,2023-07-03 02:30:00,1,18226.0,18244.0,18234.75,18250.75,18231.2965,18238.727737,18238.727737,18223.525,1,6.431237000000692,128.62474000001384,5
2023-07-03 07:45:00,2023-07-03 08:00:00,1,18226.0,18244.0,18234.75,18250.75,18231.2965,18223.525,18238.727737,18223.525,-1,-8.771499999998923,-175.42999999997846,3
2023-07-13 22:55:00,2023-07-14 02:45:00,-1,18628.0,18580.25,18605.75,18566.75,18614.8925,18596.502065,18596.502065,18634.125,1,17.390435000001162,347.80870000002324,46
2023-07-30 23:05:00,2023-07-31 04:50:00,1,18661.25,18768.5,18716.75,18803.75,18691.745,18734.530909999998,18734.530909999998,18647.0,1,41.785909999998694,835.7181999999739,69
2023-08-01 15:10:00,2023-08-01 16:05:00,-1,18761.25,18672.5,18715.5,18642.5,18735.8375,18700.182575000003,18700.182575000003,18773.125,1,34.65492499999891,693.0984999999782,11
2023-08-03 16:05:00,2023-08-03 16:35:00,-1,18410.25,18325.25,18367.75,18302.0,18387.0845,18421.075,18354.582221,18421.075,-1,-34.990499999999884,-699.8099999999977,6
2023-08-03 20:40:00,2023-08-03 21:40:00,-1,18410.25,18325.25,18367.75,18302.0,18387.0845,18421.075,18354.582221,18421.075,-1,-34.990499999999884,-699.8099999999977,12
2023-09-05 21:20:00,2023-09-05 21:45:00,1,18396.75,18413.5,18403.5,18419.75,18401.672,18394.45,18408.577795999998,18394.45,-1,-8.221999999997934,-164.43999999995867,5
2023-09-05 22:25:00,2023-09-05 23:05:00,1,18396.75,18413.5,18403.5,18419.75,18401.672,18394.45,18408.577795999998,18394.45,-1,-8.221999999997934,-164.43999999995867,8
2023-09-13 08:35:00,2023-09-13 08:40:00,-1,18220.0,18164.75,18187.0,18147.0,18204.378,18148.75,18182.459604,18227.3,1,54.62800000000061,1092.5600000000122,1
2023-09-13 09:00:00,2023-09-13 09:05:00,-1,18220.0,18164.75,18187.0,18147.0,18204.378,18182.459604,18182.459604,18227.3,1,20.91839600000094,418.3679200000188,1
2023-10-05 10:10:00,2023-10-05 13:45:00,1,17424.75,17589.25,17494.25,17646.25,17472.151,17538.656818,17538.656818,17402.6,1,65.50581799999782,1310.1163599999563,43
2023-11-03 05:15:00,2023-11-03 05:45:00,1,17615.75,17645.25,17627.5,17656.5,17624.4705,17636.705769,17636.705769,17611.675,1,11.235269000000699,224.70538000001397,6
2023-11-08 03:50:00,2023-11-08 04:00:00,-1,18066.25,18038.25,18051.5,18029.25,18058.332,18047.222675999998,18047.222675999998,18069.95,1,10.109324000000925,202.1864800000185,2
2023-11-23 10:10:00,2023-11-23 10:45:00,1,18736.25,18764.5,18752.75,18773.0,18744.1145,18755.148761,18755.148761,18732.575,1,10.034261000000697,200.68522000001394,7
2023-11-28 09:55:00,2023-11-28 10:05:00,1,18635.5,18681.0,18657.0,18697.75,18648.8215,18667.512187,18667.512187,18629.275,1,17.69068700000207,353.81374000004143,2
2023-11-30 09:50:00,2023-11-30 09:55:00,1,18635.5,18681.0,18657.0,18697.75,18648.8215,18667.512187,18667.512187,18629.275,1,17.69068700000207,353.81374000004143,1
2023-12-06 11:35:00,2023-12-06 11:55:00,1,18548.25,18598.75,18573.5,18616.75,18562.909,18583.476262,18583.476262,18541.4,1,19.567262000000483,391.34524000000965,4
2023-12-07 09:10:00,2023-12-07 09:35:00,-1,18640.0,18534.25,18578.75,18491.0,18608.114,18654.9,18563.376452,18654.9,-1,-47.78600000000006,-955.7200000000012,5
2023-12-14 13:55:00,2023-12-14 14:50:00,1,19049.75,19280.25,19155.5,19358.75,19115.876,19208.653868,19208.653868,19018.85,1,91.77786800000104,1835.5573600000207,11
2023-12-15 08:40:00,2023-12-15 08:45:00,1,19240.0,19276.25,19256.0,19287.25,19250.1115,19235.275,19264.298407,19235.275,-1,-15.836499999997613,-316.72999999995227,1
2023-12-15 15:55:00,2023-12-15 16:00:00,-1,19361.0,19272.25,19315.5,19236.25,19334.3035,19296.847063,19296.847063,19373.475,1,36.45643700000073,729.1287400000147,1
2023-12-18 09:35:00,2023-12-18 10:10:00,-1,19361.0,19272.25,19315.5,19236.25,19334.3035,19373.475,19296.847063,19373.475,-1,-40.17149999999674,-803.4299999999348,7
2023-12-20 14:55:00,2023-12-20 15:00:00,1,19290.75,19379.25,19329.5,19411.5,19316.5905,19365.0,19352.845929,19278.675,1,47.40950000000157,948.1900000000314,1
2023-12-22 03:35:00,2023-12-22 03:50:00,-1,19397.25,19374.25,19388.25,19365.25,19390.402,19380.793936,19380.793936,19400.45,1,8.608064000000013,172.16128000000026,3
2023-12-29 10:35:00,2023-12-29 10:40:00,1,19539.75,19566.25,19555.0,19573.75,19547.026,19536.35,19557.234568,19536.35,-1,-11.676000000003114,-233.52000000006228,1
2024-01-03 03:15:00,2024-01-03 03:30:00,-1,19202.75,19181.25,19191.25,19173.75,19196.544,19187.836692,19187.836692,19205.65,1,7.707308000000921,154.14616000001843,3
2024-01-17 08:45:00,2024-01-17 08:50:00,1,19291.5,19356.25,19326.0,19381.75,19310.8135,19282.475,19337.911243,19282.475,-1,-29.33850000000166,-586.7700000000332,1
2024-01-17 09:00:00,2024-01-17 09:35:00,1,19291.5,19356.25,19326.0,19381.75,19310.8135,19282.475,19337.911243,19282.475,-1,-29.33850000000166,-586.7700000000332,7
2024-01-31 02:00:00,2024-01-31 02:05:00,1,19898.0,19920.0,19906.75,19928.75,19904.5805,19913.813249,19913.813249,19894.925,1,8.232748999998876,164.6549799999775,1
2024-01-31 04:10:00,2024-01-31 04:15:00,1,19898.0,19920.0,19906.75,19928.75,19904.5805,19894.925,19913.813249,19894.925,-1,-10.655500000000757,-213.11000000001513,1
2024-02-05 09:50:00,2024-02-05 10:00:00,1,20147.5,20197.0,20174.5,20213.0,20161.517,20181.183506,20181.183506,20140.95,1,18.66650600000139,373.3301200000278,2
2024-02-15 08:25:00,2024-02-15 08:35:00,1,20355.25,20382.0,20370.75,20392.5,20363.2215,20374.405887,20374.405887,20351.525,1,10.184387000001152,203.68774000002304,2
2024-02-15 08:50:00,2024-02-15 09:30:00,1,20355.25,20382.0,20370.75,20392.5,20363.2215,20351.525,20374.405887,20351.525,-1,-12.696499999998196,-253.9299999999639,8
2024-02-19 02:20:00,2024-02-19 03:05:00,1,20220.5,20250.75,20238.25,20261.75,20229.3275,20241.712895,20241.712895,20216.375,1,11.385395000001154,227.70790000002307,9
2024-02-19 03:50:00,2024-02-19 05:45:00,-1,20261.75,20224.5,20243.75,20212.5,20251.2105,20236.423089,20236.423089,20266.675,1,13.787411000001157,275.74822000002314,23
2024-02-22 10:00:00,2024-02-22 10:05:00,-1,20399.5,20355.0,20382.5,20337.75,20386.2855,20405.675,20367.744939,20405.675,-1,-20.389499999997497,-407.78999999994994,1
2024-02-26 09:50:00,2024-02-26 10:10:00,1,20445.5,20501.75,20468.75,20524.5,20462.406,20486.125907999998,20486.125907999998,20437.6,1,22.719907999999123,454.39815999998245,4
2024-02-26 13:40:00,2024-02-26 13:50:00,1,20445.5,20501.75,20468.75,20524.5,20462.406,20486.125907999998,20486.125907999998,20437.6,1,22.719907999999123,454.39815999998245,2
